iter	Passed	Remaining
221	1043	468804
222	1049	469617
223	1057	471121
224	1064	472211
225	1072	473399
226	1079	474606
227	1084	474787
228	1090	475010
229	1094	474927
230	1099	474748
231	1103	474622
232	1108	474481
233	1112	474246
234	1117	474216
235	1121	474059
236	1125	473938
237	1130	473773
238	1134	473614
239	1139	473839
240	1144	473704
241	1150	474090
242	1154	474130
243	1159	473992
244	1163	473884
245	1168	473771
246	1172	473705
247	1177	473537
248	1181	473337
249	1186	473323
250	1190	473267
251	1195	473123
252	1200	473109
253	1204	472930
254	1208	472791
255	1213	472728
256	1217	472640
257	1222	472511
258	1226	472320
259	1230	472078
260	1234	471863
261	1238	471648
262	1242	471372
263	1247	471236
264	1251	471146
265	1256	470950
266	1260	470719
267	1264	470656
268	1269	470712
269	1274	470635
270	1278	470561
271	1283	470509
272	1287	470465
273	1292	470581
274	1297	470500
275	1302	470446
276	1306	470348
277	1311	470335
278	1315	470134
279	1319	470012
280	1324	469941
281	1328	469922
282	1333	469781
283	1337	469663
284	1342	469629
285	1346	469503
286	1351	469505
287	1356	469530
288	1360	469405
289	1365	469366
290	1369	469274
291	1374	469214
292	1378	469072
293	1382	468995
294	1387	469008
295	1391	468811
296	1396	468791
297	1400	468672
298	1405	468494
299	1409	468384
300	1413	468301
301	1418	468251
302	1422	468088
303	1426	467943
304	1431	467848
305	1435	467795
306	1440	467685
307	1444	467617
308	1449	467499
309	1453	467447
310	1458	467373
311	1462	467361
312	1467	467318
313	1471	467176
314	1475	466968
315	1479	466869
316	1484	466736
317	1488	466517
318	1492	466295
319	1496	466140
320	1500	466083
321	1505	466003
322	1509	465841
323	1513	465768
324	1518	465625
325	1522	465590
326	1527	465561
327	1531	465450
328	1535	465307
329	1540	465173
330	1544	465051
331	1549	465047
332	1553	464918
333	1557	464783
334	1561	464690
335	1566	464714
336	1570	464600
337	1575	464492
338	1579	464352
339	1583	464257
340	1588	464124
341	1592	463984
342	1596	463825
343	1600	463770
344	1605	463656
345	1609	463573
346	1614	463770
347	1619	463811
348	1624	463794
349	1628	463789
350	1633	463747
351	1637	463673
352	1642	463726
353	1646	463595
354	1651	463530
355	1655	463509
356	1660	463459
357	1665	463445
358	1669	463377
359	1674	463328
360	1678	463204
361	1682	463119
362	1686	463024
363	1691	462968
364	1696	462962
365	1700	462865
366	1704	462716
367	1708	462598
368	1713	462535
369	1717	462527
370	1721	462423
371	1726	462460
372	1731	462351
373	1735	462308
374	1739	462220
375	1744	462104
376	1748	461988
377	1752	461933
378	1757	461834
379	1761	461766
380	1765	461682
381	1770	461634
382	1774	461636
383	1779	461506
384	1783	461426
385	1787	461376
386	1792	461351
387	1796	461293
388	1801	461183
389	1805	461138
390	1809	461041
391	1814	461048
392	1818	460969
393	1823	460902
394	1827	460791
395	1831	460652
396	1835	460536
397	1839	460452
398	1844	460349
399	1848	460351
400	1852	460213
401	1857	460149
402	1862	460207
403	1866	460111
404	1870	460102
405	1875	460004
406	1879	459944
407	1884	459903
408	1888	459915
409	1893	459875
410	1897	459721
411	1901	459717
412	1906	459756
413	1910	459678
414	1915	459660
415	1919	459582
416	1924	459508
417	1928	459458
418	1933	459422
419	1937	459371
420	1941	459279
421	1945	459169
422	1950	459142
423	1954	459074
424	1959	459024
425	1963	458997
426	1968	458927
427	1972	458844
428	1976	458743
429	1980	458658
430	1985	458594
431	1989	458516
432	1993	458464
433	1998	458448
434	2002	458360
435	2007	458343
436	2012	458406
437	2016	458297
438	2020	458207
439	2024	458134
440	2028	458059
441	2033	458004
442	2037	457907
443	2042	457891
444	2046	457787
445	2050	457739
446	2056	458087
447	2061	458054
448	2065	457992
449	2069	457923
450	2074	457888
451	2078	457811
452	2083	457795
453	2087	457737
454	2092	457696
455	2096	457649
456	2100	457555
457	2105	457582
458	2109	457559
459	2114	457533
460	2118	457420
461	2122	457396
462	2127	457429
463	2131	457346
464	2136	457254
465	2140	457234
466	2145	457173
467	2149	457078
468	2153	457004
469	2157	456895
470	2162	456865
471	2168	457158
472	2172	457169
473	2176	457054
474	2181	456986
475	2185	456952
476	2190	456938
477	2193	456799
478	2198	456773
479	2202	456717
480	2207	456654
481	2211	456605
482	2215	456545
483	2220	456465
484	2224	456349
485	2228	456312
486	2232	456250
487	2236	456145
488	2241	456090
489	2245	456022
490	2249	455958
491	2254	455955
492	2258	455862
493	2262	455781
494	2267	455736
495	2271	455631
496	2276	455671
497	2280	455667
498	2284	455563
499	2289	455540
500	2293	455460
501	2297	455436
502	2302	455425
503	2306	455420
504	2311	455379
505	2315	455314
506	2319	455198
507	2324	455184
508	2328	455147
509	2333	455173
510	2337	455135
511	2342	455100
512	2346	455044
513	2350	455020
514	2355	455029
515	2360	455013
516	2364	455028
517	2369	454979
518	2373	455022
519	2378	454963
520	2382	454927
521	2387	454924
522	2392	454975
523	2396	454925
524	2400	454907
525	2405	454902
526	2409	454887
527	2414	454837
528	2418	454767
529	2422	454700
530	2426	454593
531	2431	454545
532	2435	454533
533	2439	454476
534	2444	454462
535	2448	454437
536	2453	454374
537	2457	454315
538	2461	454243
539	2466	454218
540	2470	454178
541	2475	454198
542	2479	454160
543	2483	454116
544	2488	454087
545	2492	454031
546	2497	454159
547	2502	454151
548	2507	454159
549	2511	454084
550	2515	454063
551	2519	453999
552	2524	454021
553	2529	454011
554	2533	454009
555	2538	454059
556	2543	454070
557	2547	454063
558	2552	454015
559	2556	453913
560	2560	453861
561	2564	453794
562	2569	453897
563	2574	453840
564	2578	453809
565	2582	453749
566	2586	453671
567	2591	453684
568	2596	453748
569	2603	454072
570	2610	454642
571	2619	455340
572	2627	455968
573	2632	455983
574	2637	456134
575	2642	456182
576	2647	456205
577	2654	456656
578	2661	456953
579	2667	457301
580	2673	457436
581	2677	457390
582	2681	457326
583	2686	457329
584	2690	457279
585	2695	457219
586	2699	457175
587	2703	457119
588	2707	457017
589	2712	456956
590	2716	456971
591	2721	456917
592	2725	456844
593	2729	456816
594	2734	456793
595	2738	456763
596	2742	456712
597	2747	456745
598	2752	456687
599	2756	456649
600	2760	456602
601	2765	456579
602	2769	456535
603	2774	456549
604	2778	456463
605	2782	456422
606	2787	456404
607	2791	456368
608	2796	456387
609	2800	456350
610	2805	456288
611	2809	456251
612	2813	456161
613	2817	456091
614	2822	456049
615	2826	456009
616	2830	455948
617	2834	455898
618	2839	455806
619	2843	455795
620	2848	455805
621	2852	455787
622	2857	455753
623	2861	455726
624	2866	455710
625	2870	455644
626	2874	455577
627	2878	455505
628	2883	455520
629	2888	455526
630	2892	455472
631	2896	455429
632	2900	455371
633	2905	455368
634	2909	455293
635	2914	455288
636	2918	455229
637	2922	455176
638	2926	455110
639	2931	455065
640	2935	455041
641	2940	455004
642	2944	454992
643	2948	454966
644	2953	454940
645	2957	454923
646	2963	455067
647	2967	455050
648	2972	455009
649	2976	454923
650	2980	454911
651	2985	454869
652	2989	454817
653	2993	454788
654	2998	454770
655	3002	454747
656	3007	454818
657	3012	454828
658	3017	454801
659	3021	454770
660	3025	454727
661	3030	454686
662	3034	454610
663	3038	454603
664	3043	454587
665	3047	454536
666	3051	454487
667	3056	454445
668	3060	454398
669	3064	454367
670	3069	454349
671	3073	454310
672	3077	454251
673	3081	454171
674	3086	454158
675	3091	454160
676	3095	454192
677	3100	454270
678	3107	454514
679	3111	454534
680	3116	454482
681	3120	454424
682	3125	454437
683	3129	454359
684	3133	454318
685	3137	454274
686	3142	454252
687	3146	454220
688	3150	454165
689	3156	454263
690	3160	454261
691	3165	454212
692	3169	454154
693	3173	454101
694	3178	454101
695	3182	454051
696	3186	454038
697	3191	453992
698	3195	453931
699	3199	453887
700	3203	453832
701	3208	453823
702	3212	453821
703	3217	453763
704	3221	453704
705	3225	453680
706	3230	453638
707	3234	453621
708	3238	453586
709	3243	453568
710	3247	453526
711	3252	453504
712	3256	453443
713	3260	453401
714	3264	453367
