iter	RMSE
294	0.6063456193
295	0.6061104623
296	0.6058125969
297	0.6055656517
298	0.6053092143
299	0.6050427813
300	0.6047984076
301	0.6046200705
302	0.6043747458
303	0.6042326574
304	0.6039790791
305	0.6036543787
306	0.603411413
307	0.6031325862
308	0.6028040745
309	0.6025360226
310	0.6022129
311	0.6019011574
312	0.6015867332
313	0.6013147945
314	0.6009000343
315	0.6006781896
316	0.6003789318
317	0.6001618992
318	0.5999241389
319	0.5997094339
320	0.5994094542
321	0.5991241439
322	0.5987399406
323	0.5984380447
324	0.5981981315
325	0.597884716
326	0.5977348172
327	0.5975047465
328	0.5973416161
329	0.5971421915
330	0.5969123779
331	0.5967367864
332	0.596461715
333	0.5962919639
334	0.5960914046
335	0.5958224572
336	0.5955165948
337	0.5953034664
338	0.5949667989
339	0.5947034522
340	0.5943731857
341	0.5941679091
342	0.5940426482
343	0.5937600275
344	0.5935767418
345	0.5932574448
346	0.5930648347
347	0.5928796959
348	0.5927102659
349	0.5924912131
350	0.5922273008
351	0.5920444809
352	0.5917363188
353	0.5915142154
354	0.59138776
355	0.5912113239
356	0.5910576315
357	0.5907974042
358	0.590484376
359	0.5903263262
360	0.5901765688
361	0.5899695498
362	0.5897195358
363	0.5894808874
364	0.5892777477
365	0.5889760194
366	0.5887859188
367	0.5885080688
368	0.5883023098
369	0.588036812
370	0.5878918952
371	0.5875659615
372	0.5874336322
373	0.5871959779
374	0.5870331193
375	0.5868147237
376	0.5864328874
377	0.5862435987
378	0.5859500682
379	0.5857261602
380	0.585587027
381	0.5852537469
382	0.5850010339
383	0.5847512896
384	0.5846061769
385	0.5843178955
386	0.5840575831
387	0.5838241134
388	0.583688292
389	0.5835192819
390	0.5832617428
391	0.5830237343
392	0.5828133224
393	0.5825053698
394	0.5822895488
395	0.5821486688
396	0.5818188218
397	0.5817165503
398	0.5814281681
399	0.5811198338
400	0.5809456702
401	0.5807354016
402	0.5806160438
403	0.580444531
404	0.5801903495
405	0.5800033065
406	0.5798221924
407	0.5795995116
408	0.5793431022
409	0.5792166399
410	0.5788815282
411	0.578700475
412	0.5784270574
413	0.5781099272
414	0.5778817819
415	0.5777403022
416	0.5775383432
417	0.5772572701
418	0.5770841707
419	0.5768343937
420	0.5765720652
421	0.5764530816
422	0.5762074314
423	0.5760624704
424	0.575859254
425	0.575755138
